Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Participation_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level (1-10),class
0.192438488,0.588931489,0.209604802,0.090618124,0.029005801,0.1934,0.878,0.212589487,0.192,0.54,0,0
0.589917984,0.186697783,0.540603635,0.710742148,0.573514703,0.3648,0.706,0.446936918,0.392,0.76,0.888888889,0
0.74094819,0.498583097,0.461063865,0.385877175,0.324664933,0.058,0.073,0.225918475,0.24,0.5,0.333333333,0
0.319063813,0.370061677,0.330331833,0.912982597,0.984596919,0.9526,0.895,0.712864833,0.836,0.78,0.222222222,1
0.104620924,0.803967328,0.786226447,0.540308062,0.104420884,0.3174,0.487,0.532530148,0.696,0.14,0.777777778,1
0.716743349,0.320553426,0.093880273,0.348469694,0.047409482,0.85,0.652,0.360815473,0.74,0.74,0.666666667,0
0.299459892,0.458409735,0.975154244,0.349069814,0.045009002,0.53,0.882,0.603468234,0.36,0.86,0.555555556,1
0.166233247,0.721453576,0.116391529,0.131426285,0.216843369,0.2282,0.881,0.248036053,0.004,0.26,0.555555556,0
0.147629526,0.433405568,0.773219943,0.593918784,0.579315863,0.1934,0.409,0.465019836,0.22,0.36,0.111111111,0
0.314862973,0.793298883,0.368184092,0.582316463,0.50570114,0.695,0.238,0.540992819,0.756,0.6,0.888888889,1
0.592518504,0.661776963,0.865599466,0.800160032,0.350070014,0.9648,0.257,0.794344733,0.604,0.86,0,1
0.358271654,0.410568428,0.074037019,0.201240248,0.088817764,0.183,0.766,0.140100473,0.54,0.9,0.333333333,0
0.020404081,0.504084014,0.374687344,0.290858172,0.233846769,0.1154,0.929,0.287258791,0.28,0.54,0.333333333,0
0.096819364,0.967327888,0.335501084,0.097219444,0.184236847,0.387,0.072,0.324795738,0.076,0.66,0.888888889,0
0.290458092,0.661776963,0.993496748,0.295459092,0.74574915,0.3938,0.015,0.57712494,0.784,0.88,0.222222222,1
0.659731946,0.905150858,0.985826246,0.428285657,0.780156031,0.8062,0.823,0.879870531,0.04,0.24,0.888888889,1
0.098419684,0.178863144,0.189761547,0.964192839,0.777155431,0.4688,0.387,0.391935176,0.06,0.82,0.111111111,0
0.560512102,0.483247208,0.630148408,0.653130626,0.969193839,0.0624,0.276,0.421560143,0.296,0.26,0,0
0.119623925,0.908818136,0.535601134,0.782956591,0.884376875,0.9206,0.188,0.76758561,0.572,0.58,0.666666667,1
0.211442288,0.322720453,0.154243789,0.325665133,0.49789958,0.3732,0.346,0.23322357,0.992,0.94,0.111111111,0
0.172034407,0.967827971,0.167750542,0.144628926,0.415083017,0.6686,0.971,0.498274874,0.092,0.52,0,0
0.067013403,0.097016169,0.989661497,0.25685137,0.915983197,0.6674,0.977,0.674586138,0.472,0.1,0.888888889,1
0.671334267,0.902817136,0.452726363,0.25645129,0.611322264,0.0564,0.332,0.343833938,0.6,0.9,0.777777778,0
0.463292659,0.445240873,0.125729531,0.583316663,0.294458892,0.0036,0.964,0.213803257,0.824,0.58,0.222222222,0
0.830966193,0.073678946,0.214774054,0.341468294,0.564512903,0.088,0.3,0.112071388,0.688,0.08,0.111111111,0
0.098619724,0.879646608,0.268300817,0.857571514,0.99239848,0.9566,0.854,0.783308421,0.808,0.02,0,1
0.144628926,0.252042007,0.511088878,0.98879776,0.849569914,0.794,0.212,0.617280482,0.524,0.26,1,1
0.306261252,0.022337056,0.335501084,0.343268654,0.281256251,0.132,0.826,0.184796413,0.432,0.12,0.333333333,0
0.765753151,0.135855976,0.455060864,0.705141028,0.953190638,0.6148,0.354,0.49427393,0.62,0.62,0.555555556,0
0.305661132,0.659276546,0.166416542,0.657531506,0.981596319,0.612,0.196,0.479337821,0.9,0.6,0.111111111,0
0.408281656,0.977996333,0.326663332,0.194438888,0.231246249,0.0006,0.935,0.312354601,0.552,0.84,0.555555556,0
0.301460292,0.111518586,0.070201768,0.918183637,0.895779156,0.429,0.214,0.310736241,0.604,0.52,0.444444444,0
0.080016003,0.462077013,0.889944972,0.199439888,0.883376675,0.7118,0.992,0.71813574,0.336,0.26,0,1
0.939387878,0.180696783,0.19876605,0.737147429,0.039807962,0.1868,0.109,0.147900066,0.596,0.06,1,0
0.548509702,0.745124187,0.757045189,0.347669534,0.669733947,0.851,0.01,0.668146417,0.628,0.02,0.666666667,1
0.787757552,0.11801967,0.349508087,0.367073415,0.305261052,0.6604,0.871,0.398790726,0.752,0.92,0.666666667,0
0.658331666,0.239873312,0.474403869,0.455491098,0.674734947,0.007,0.587,0.269726565,0.572,0.14,0.444444444,0
0.514102821,0.196366061,0.291312323,0.864772955,0.913782757,0.855,0.422,0.56243608,0.196,0.5,0.333333333,1
0.089417884,0.552592099,0.696681674,0.140228046,0.49889978,0.0194,0.082,0.282414952,0.58,0.8,0.111111111,0
0.642728546,0.873312219,0.844755711,0.054610922,0.414482897,0.888,0.575,0.721529799,0.296,0.92,0.666666667,1
0.155231046,0.511251875,0.286309822,0.402080416,0.921784357,0.3338,0.394,0.368480203,0.088,0.2,0.777777778,0
0.414282857,0.058176363,0.242121061,0.055611122,0.974394879,0.6986,0.484,0.342575214,0.824,0.24,0.888888889,0
0.629125825,0.563427238,0.68167417,0.687737548,0.062212442,0.7874,0.63,0.643286618,0.068,0.18,0.555555556,1
0.782156431,0.797632939,0.195097549,0.76055211,0.922984597,0.2812,0.64,0.466132458,0.632,0.16,0.111111111,0
0.684936987,0.132188698,0.63998666,0.854970994,0.082816563,0.3564,0.961,0.464401713,0.988,0.46,0,0
0.671534307,0.07267878,0.094380524,0.74394879,0.337267453,0.5096,0.655,0.295642792,0.088,0.64,0.111111111,0
0.148829766,0.187864644,0.620310155,0.916583317,0.762752551,0.5826,0.339,0.562177592,0.22,0.7,0.222222222,1
0.346069214,0.746291049,0.513423378,0.74854971,0.777155431,0.292,0.33,0.513413277,0.76,0.32,0,1
0.042808562,0.591765294,0.113723528,0.936187237,0.725945189,0.9924,0.477,0.626001641,0.096,0.62,0.444444444,1
0.719343869,0.540756793,0.649324662,0.193238648,0.039207842,0.737,0.259,0.483181425,0.832,0,0.666666667,0
0.952590518,0.24954159,0.446556612,0.49989998,0.133026605,0.2742,0.376,0.275289675,0,0.88,0.888888889,0
0.264052811,0.332222037,0.217108554,0.99419884,0.936387277,0.6404,0.842,0.564110633,0.888,0.86,0.555555556,1
0.087417483,0.965994332,0.353343338,0.681736347,0.081416283,0.4354,0.86,0.522381686,0.068,0.54,0.777777778,1
0.475495099,0.240706784,0.492246123,0.878775755,0.078615723,0.8604,0.628,0.57260702,0.92,0.24,0.111111111,1
0.856571314,0.901816969,0.091379023,0.030406081,0.835767153,0.329,0.583,0.329100125,0.864,0.98,0.444444444,0
0.551910382,0.580596766,0.957978989,0.871974395,0.641328266,0.1878,0.427,0.611020578,0.54,0.82,0.888888889,1
0.046609322,0.123353892,0.665666166,0.697939588,0.351670334,0.0462,0.636,0.33389901,0.776,0.02,0.666666667,0
0.974194839,0.467411235,0.102384526,0.170834167,0.165833167,0.9844,0.806,0.439373335,0.076,0.46,0.666666667,0
0.828565713,0.94865811,0.823078206,0.025605121,0.884376875,0.3592,0.738,0.617404107,0.136,0.1,0.222222222,1
0.131426285,0.418569762,0.322494581,0.26005201,0.98879776,0.2206,0.035,0.267006822,0.368,0.14,0.222222222,0
0.921784357,0.863477246,0.596965149,0.915983197,0.050010002,0.4918,0.731,0.624214702,0.536,0,0.111111111,1
0.450490098,0.256542757,0.277138569,0.668333667,0.554310862,0.2916,0.72,0.33986671,0.868,0.68,0.888888889,0
0.371674335,0.571095183,0.733533433,0.919583917,0.26145229,0.233,0.099,0.477180009,0.544,0.26,0.333333333,0
0.460892178,0.843973996,0.723194931,0.446289258,0.832566513,0.6164,0.15,0.648287798,0.664,0.3,0.888888889,1
0.834566913,0.920820137,0.552109388,0.936787357,0.346069214,0.0748,0.788,0.523280774,0.68,0.04,0.333333333,1
0.659331866,0.485914319,0.24095381,0.463092619,0.714742949,0.509,0.559,0.412704121,0.876,0,0.777777778,0
0.059011802,0.639773296,0.253626813,0.204240848,0.539707942,0.3874,0.822,0.373357759,0.776,0.8,0,0
0.957591518,0.0030005,0.382858096,0.151430286,0.541708342,0.5326,0.185,0.256802167,0.976,0.66,0,0
0.147629526,0.253208868,0.144905786,0.9939988,0.858171634,0.3204,0.031,0.315939716,0.02,0.38,0.555555556,0
0.74554911,0.278713119,0.337668834,0.333866773,0.470494099,0.5704,0.162,0.330246463,0.208,0.06,0.555555556,0
0.636127225,0.093515586,0.684508921,0.160032006,0.845769154,0.0818,0.453,0.290506749,0.932,0.78,0.666666667,0
0.187437487,0.279713286,0.831082208,0.00840168,0.363472695,0.3762,0.523,0.404938244,0.792,0.92,0.666666667,0
0.170634127,0.321220203,0.332499583,0.285657131,0.174834967,0.2374,0.858,0.261702199,0.268,0.52,1,0
0.870374075,0.968994832,0.233616808,0.889377876,0.455491098,0.438,0.716,0.544364401,0.976,0.14,0.222222222,1
0.419483897,0.66877813,0.832916458,0.534106821,0.4984997,0.3984,0.99,0.647995594,0.868,0.66,0.888888889,1
0.654530906,0.426071012,0.890945473,0.632526505,0.478495699,0.6312,0.079,0.60890772,0.064,0.08,0.888888889,1
0.50390078,0.988164694,0.410038353,0.922584517,0.808561712,0.6288,0.13,0.651434608,0.812,0.16,0.222222222,1
0.727345469,0.153192199,0.026680007,0.512902581,0.564712943,0.4134,0.084,0.179120916,0.784,0.48,0.666666667,0
0.479095819,0.476079347,0.695180924,0.838367674,0.888577716,0.1816,0.538,0.533822587,0.22,0.24,0.333333333,1
0.287257451,0.647107851,0.784225446,0.323864773,0.514302861,0.582,0.267,0.574191663,0.668,0.94,0.555555556,1
0.363272655,0.055509252,0.017842254,0.977395479,0.224844969,0.9666,0.684,0.450432124,0.972,0.8,0.555555556,0
0.858971794,0.71711952,0.595130899,0.078815763,0.129425885,0.1854,0.133,0.29130469,0.676,0.28,0.444444444,0
0.467893579,0.099849975,0.588460897,0.724944989,0.868573715,0.069,0.103,0.313545893,0.812,0.96,0.555555556,0
0.213242649,0.140356726,0.378689345,0.660732146,0.056211242,0.2646,0.46,0.255015228,0.1,0.38,0.666666667,0
0.934586917,0.159693282,0.750041688,0.191638328,0.117623525,0.413,0.376,0.352498904,0.728,0.56,0.111111111,0
0.796559312,0.928988165,0.428214107,0.388877776,0.063612723,0.3062,0.829,0.441722204,0.204,0.56,0.666666667,0
0.055411082,0.683280547,0.677005169,0.312862573,0.423884777,0.8348,0.838,0.682767844,0.072,0.64,0.666666667,1
0.9989998,0.655609268,0.517258629,0.094418884,0.532706541,0.493,0.117,0.402476989,0.552,0.24,0.666666667,0
0.694938988,0.555592599,0.248457562,0.584916983,0.019803961,0.2462,0.812,0.311601614,0.752,0.92,1,0
0.160032006,0.292882147,0.606636652,0.99379876,0.515703141,0.9502,0.564,0.7132919,0.548,0.26,0.444444444,1
0.237047409,0.620936823,0.737035184,0.559711942,0.393878776,0.125,0.504,0.451769519,0.932,0.66,0.222222222,0
0.692338468,0.410235039,0.974153744,0.545309062,0.773754751,0.123,0.095,0.482675688,0.696,0.76,0.444444444,0
0.779755951,0.14535756,0.380190095,0.040408082,0.830166033,0.2452,0.74,0.263871251,0.116,0.88,0,0
0.23884777,0.68978163,0.064365516,0.139227846,0.685137027,0.0768,0.06,0.13471718,0.936,0.46,0.444444444,0
0.25685137,0.129521587,0.988327497,0.513302661,0.473494699,0.7516,0.278,0.624046123,0.152,0.72,0.222222222,1
0.307061412,0.19069845,0.623978656,0.985397079,0.216243249,0.3128,0.095,0.395790018,0.76,0.08,0.666666667,0
0.597919584,0.817802967,0.946806737,0.876775355,0.847369474,0.7298,0.531,0.873621866,0.148,0.78,0.333333333,1
0.171634327,0.660276713,0.103718526,0.340268054,0.341668334,0.7628,0.645,0.434338439,1,0.76,0.555555556,0
0.104020804,0.631105184,0.342004336,0.543108622,0.356271254,0.2376,0.891,0.395138179,0.332,0.42,0.555555556,0
0.678735747,0.418236373,0.133900283,0.552910582,0.916183237,0.5184,0.734,0.423549377,0.496,0.32,0.333333333,0
0.778955791,0.3963994,0.835751209,0.685537107,0.975795159,0.5196,0.961,0.710617112,0.468,0.38,0,1
0.50090018,0.690448408,0.88060697,0.687937588,0.898379676,0.8714,0.761,0.873048697,0.1,0.1,0.222222222,1
0.363672735,0.740123354,0.501417375,0.789957992,0.99839968,0.0256,0.298,0.446543566,0.496,0.64,0.222222222,0
0.431886377,0.510251709,0.186593297,0.025005001,0.869173835,0.3168,0.548,0.27678441,0.148,0.92,0.555555556,0
0.388277656,0.969494916,0.127063532,0.943788758,0.704540908,0.8824,0.458,0.666550534,0.8,0.66,1,1
0.959991998,0.955825971,0.588294147,0.070014003,0.293858772,0.2368,0.566,0.420267704,0.96,0.58,0.777777778,0
0.767953591,0.412568761,0.506419877,0.476295259,0.953190638,0.1368,0.572,0.392317288,0.808,1,0.111111111,0
0.207841568,0.820803467,0.695014174,0.919783957,0.876775355,0.5762,0.702,0.767360838,0.432,0.54,0.555555556,1
0.384076815,0.543423904,0.305152576,0.48769754,0.24084817,0.3058,0.083,0.274862608,0.004,0.34,0.666666667,0
0.543908782,0.511918653,0.402367851,0.063612723,0.48929786,0.4672,0.747,0.386731701,0.036,0.7,0.222222222,0
0.612922585,0.055009168,0.021177255,0.229245849,0.070014003,0.82,0.144,0.197844435,0.496,0.52,0,0
0.468093619,0.574095683,0.610305153,0.578715743,0.953590718,0.5206,0.026,0.545342159,0.68,0.98,0.111111111,1
0.810162032,0.900650108,0.423211606,0.087817564,0.572914583,0.5158,0.519,0.476618078,0.82,0.9,0.444444444,0
0.767553511,0.780296716,0.92012673,0.423684737,0.24524905,0.2782,0.581,0.566380831,0.6,0.94,0,1
0.50510102,0.786464411,0.64198766,0.329065813,0.292458492,0.7928,0.035,0.575394194,0.98,0,0.333333333,1
0.854370874,0.160026671,0.39869935,0.815363073,0.980796159,0.7398,0.515,0.562087684,0.492,0.34,0.555555556,1
0.75095019,0.35855976,0.263631816,0.110222044,0.615723145,0.2342,0.535,0.228638218,0.6,0.62,0,0
0.778555711,0.233205534,0.905619476,0.682936587,0.420684137,0.32,0.052,0.468885917,0.232,0.3,0.555555556,0
0.956391278,0.315885981,0.016174754,0.406681336,0.49989998,0.7886,0.712,0.380381888,0.34,0.66,0.777777778,0
0.266253251,0.579596599,0.326830082,0.587917584,0.098619724,0.3578,0.21,0.32219962,0.684,0.72,0,0
0.267453491,0.364894149,0.943805236,0.205641128,0.075015003,0.4036,0.794,0.500679936,0.6,0.62,0.777777778,1
0.888977796,0.560760127,0.654160414,0.609921984,0.592918584,0.3644,0.311,0.501522831,0.368,0.46,0.777777778,1
0.772154431,0.438573096,0.532766383,0.674134827,0.51210242,0.1616,0.478,0.388035379,0.112,0.7,0.111111111,0
0.926585317,0.286714452,0.203435051,0.070214043,0.359271854,0.3408,0.892,0.234324953,0.344,0.78,0.222222222,0
0.063012603,0.095349225,0.833583458,0.824564913,0.566313263,0.803,0.806,0.704548264,0.044,0.7,0.555555556,1
0.627725545,0.891981997,0.204102051,0.861372274,0.072614523,0.491,0.782,0.496386788,0.58,0.82,0.777777778,0
0.144428886,0.011335223,0.248290812,0.063612723,0.944188838,0.4582,0.16,0.215668866,0.324,0.94,0.444444444,0
0.50370074,0.001666944,0.191762548,0.603320664,0.293858772,0.1564,0.048,0.098214185,0.38,0.1,0.888888889,0
0.155631126,0.826971162,0.15807904,0.594118824,0.071814363,0.1776,0.606,0.297148765,0.576,0.9,0.333333333,0
0.127825565,0.9969995,0.953643488,0.01240248,0.169633927,0.043,0.411,0.445284842,0.58,0.28,0.333333333,0
0.0120024,0.727287881,0.602134401,0.342468494,0.095419084,0.014,0.909,0.36576046,0.588,0.56,0.777777778,0
0.630126025,0.015335889,0.637985659,0.969193839,0.178635727,0.488,0.35,0.445813057,0.492,0.94,0.444444444,0
0.358871774,0.226704451,0.954643989,0.555511102,0.416883377,0.4092,0.411,0.532608818,0.488,0.62,0.777777778,1
0.105021004,0.971995333,0.230448558,0.933386677,0.73814763,0.2754,0.526,0.506906124,0.82,0.08,0,1
0.322664533,0.808801467,0.005836251,0.675735147,0.272454491,0.99,0.796,0.57373088,0.468,0.5,1,1
0.168833767,0.566927821,0.59896615,0.028405681,0.436087217,0.398,0.268,0.375032311,0.536,0.9,0.444444444,0
0.941588318,0.236872812,0.507920627,0.077815563,0.928985797,0.7888,0.942,0.548814889,0.988,0.42,0.777777778,1
0.319863973,0.014335723,0.477738869,0.722344469,0.295859172,0.2106,0.54,0.291001247,0.18,0.84,0.777777778,0
0.333866773,0.020836806,0.061697515,0.554710942,0.794958992,0.247,0.841,0.2260421,0.728,0.8,0.666666667,0
0.839767954,0.612102017,0.454560614,0.127225445,0.157831566,0.5684,0.526,0.407343306,0.472,0.9,0.222222222,0
0.647729546,0.021836973,0.287477072,0.614122825,0.178435687,0.004,0.772,0.153384506,0.832,0.26,1,0
0.710142028,0.993832305,0.274470569,0.810362072,0.456291258,0.0174,0.051,0.333382034,0.404,0.5,1,0
0.635927185,0.183363894,0.222277806,0.75315063,0.234246849,0.1422,0.799,0.243416986,0.304,0.34,0.666666667,0
0.946189238,0.710785131,0.332499583,0.24624925,0.903180636,0.2232,0.524,0.373368997,0.208,0.54,0.222222222,0
0.206841368,0.155025838,0.353176588,0.25825165,0.050810162,0.5278,0.449,0.268445364,0.872,0.02,0.555555556,0
0.9889978,0.540256709,0.308821077,0.967993599,0.597319464,0.6862,0.112,0.527978512,0.72,0.24,0.888888889,1
0.830966193,0.080680113,0.979156245,0.887577516,0.604320864,0.3118,0.742,0.592724126,0.076,0.98,0.777777778,1
0.588917784,0.76696116,0.932966483,0.318463693,0.066013203,0.239,0.131,0.466345992,0.712,0.6,0.333333333,0
0.662332466,0.585097516,0.574620644,0.824164833,0.732746549,0.8228,0.192,0.672641859,0.036,0.18,0.444444444,1
0.648729746,0.08618103,0.981323995,0.161832366,0.468893779,0.1628,0.126,0.337562796,0.18,0.5,0.333333333,0
0.058211642,0.848808135,0.991495748,0.196839368,0.723144629,0.6784,0.007,0.690174086,0.592,0.7,0.555555556,1
0.217843569,0.547091182,0.356011339,0.181236247,0.827165433,0.9314,0.662,0.582969015,0.464,0.6,0.777777778,1
0.961392278,0.921820303,0.445222611,0.087817564,0.322864573,0.2322,0.271,0.336731139,0.84,0.5,0.555555556,0
0.534306861,0.91681947,0.95931299,0.854770954,0.484496899,0.087,0.149,0.593724362,0.608,0.68,0.444444444,1
0.378275655,0.920653442,0.608804402,0.578915783,0.26085217,0.9798,0.32,0.72499129,0.964,0.16,0.888888889,1
0.76195239,0.077846308,0.212939803,0.25905181,0.201640328,0.2708,0.499,0.141628924,0.856,0.44,0.666666667,0
0.524504901,0.12102017,0.689511422,0.848769754,0.00060012,0.2756,0.503,0.389833556,0.34,0.76,1,0
0.013002601,0.987831305,0.205602801,0.802760552,0.963792759,0.4838,0.367,0.557468616,0.836,0.58,0.222222222,1
0.736147229,0.487747958,0.339336335,0.101020204,0.441088218,0.231,0.495,0.253531732,0.868,0.9,1,0
0.732146429,0.238206368,0.227447057,0.644328866,0.013002601,0.9928,0.427,0.458029423,0.968,0.44,0.111111111,0
0.165033007,0.769794966,0.244955811,0.721944389,0.0090018,0.043,0.823,0.308353656,0.012,0.14,0.444444444,0
0.956591318,0.264377396,0.004502251,0.715943189,0.288457692,0.4514,0.03,0.204059385,0.876,0.04,0.444444444,0
0.223844769,0.727287881,0.88094047,0.723344669,0.014002801,0.5484,0.868,0.690331427,0.068,0.48,0.555555556,1
0.457691538,0.837472912,0.295981324,0.169433887,0.374674935,0.467,0.244,0.365086144,0.528,0.44,0,0
0.114622925,0.784464077,0.086209772,0.315063013,0.063012603,0.5206,0.722,0.344991515,0.416,0.26,0.444444444,0
0.603120624,0.274045674,0.086876772,0.844368874,0.039207842,0.9876,0.405,0.450342216,0.92,0.6,0.666666667,0
0.375275055,0.401733622,0.556111389,0.898579716,0.669533907,0.877,0.294,0.664493869,0.404,0.26,0.888888889,1
0.353070614,0.413402234,0.993329998,0.279255851,0.906981396,0.3084,0.615,0.580856157,0.596,0.22,0.222222222,1
0.826965393,0.491415236,0.144905786,0.023004601,0.409481896,0.5514,0.769,0.310871104,0.692,0.62,0.666666667,0
0.00940188,0.167361227,0.099549775,0.859971994,0.836967393,0.0004,0.45,0.197518516,0.02,0.94,0.666666667,0
0.797959592,0.452575429,0.43838586,0.377075415,0.029205841,0.4096,0.467,0.337113251,0.592,0.2,0.666666667,0
0.571314263,0.510918486,0.563448391,0.329465893,0.777755551,0.1638,0.059,0.33841693,0.516,0.18,0.333333333,0
0.985997199,0.531755293,0.294313824,0.347069414,0.062812563,0.7114,0.924,0.456411063,0.596,0.52,0.222222222,0
0.589317864,0.819969995,0.302484576,0.415683137,0.838567714,0.221,0.847,0.442194226,0.076,0.12,0,0
0.055211042,0.51741957,0.424545606,0.378275655,0.882576515,0.7488,0.398,0.548264197,0.056,0.3,0.555555556,1
0.050410082,0.230871812,0.314157079,0.566513303,0.786157231,0.3132,0.765,0.368379056,0.176,1,0.333333333,0
0.883176635,0.663277213,0.915624479,0.079015803,0.820964193,0.9258,0.313,0.736016363,0.868,0.84,0.777777778,1
0.841168234,0.797466244,0.04185426,0.971794359,0.561512302,0.4454,0.73,0.474921049,0.356,0.7,0.555555556,0
0.345669134,0.319386564,0.234450559,0.936587317,0.264852971,0.8396,0.517,0.51282887,0.436,0.02,0.555555556,1
0.617923585,0.645440907,0.808737702,0.934586917,0.643328666,0.6282,0.461,0.736926691,0.392,0.26,0.777777778,1
0.4894979,0.147024504,0.834250459,0.879375875,0.439687938,0.9774,0.057,0.684858225,0.716,0.56,0.444444444,1
0.967193439,0.34205701,0.111389028,0.660532106,0.00540108,0.7428,0.965,0.417975028,0.26,0.72,0.777777778,0
0.949989998,0.90931822,0.974153744,0.221244249,0.476895379,0.7278,0.837,0.782948786,0.068,0.66,0,1
0.983796759,0.911485248,0.693513423,0.049409882,0.651330266,0.2648,0.793,0.518403219,0.38,0.18,1,1
0.866373275,0.575429238,0.272636318,0.099419884,0.013802761,0.5048,0.305,0.271468549,0.728,0.46,0.111111111,0
0.909581916,0.702450408,0.456061364,0.324064813,0.621524305,0.2902,0.29,0.391081042,0.916,0.2,0.777777778,0
0.217043409,0.854142357,0.297148574,0.50390078,0.652730546,0.0192,0.573,0.342462828,0.052,0.92,0,0
0.830966193,0.958659777,0.149908287,0.99339868,0.158231646,0.7106,0.846,0.604715719,0.812,0.56,0.444444444,1
0.708741748,0.489914986,0.291145573,0.435487097,0.431086217,0.2358,0.935,0.344047472,0.068,0.4,0.444444444,0
0.962792559,0.561593599,0.580290145,0.524704941,0.964592919,0.3974,0.269,0.510603626,0.332,0.92,0.111111111,1
0.571114223,0.415735956,0.826246457,0.695339068,0.884376875,0.2846,0.607,0.583688286,0.024,0.9,0.111111111,1
0.085017003,0.072012002,0.363515091,0.180836167,0.410882176,0.1996,0.724,0.202800661,0.912,0.5,0,0
0.597319464,0.422903817,0.347840587,0.932986597,0.349869974,0.0672,0.226,0.287798245,0.708,0.68,0.333333333,0
0.686537307,0.790798466,0.468067367,0.529105821,0.124024805,0.3378,0.407,0.420852111,0.368,0.32,0.555555556,0
0.220244049,0.804967495,0.644655661,0.276255251,0.035207041,0.0818,0.187,0.319592263,0.376,0.3,0.222222222,0
0.394078816,0.89248208,0.751875938,0.935387077,0.297459492,0.5404,0.699,0.726148867,0.64,0.54,1,1
0.598519704,0.051508585,0.326830082,0.625525105,0.940388078,0.0196,0.864,0.275784174,0.088,0.84,0.333333333,0
0.374074815,0.527254542,0.586459897,0.483696739,0.958791758,0.94,0.878,0.749558885,0.144,0.6,0.777777778,1
0.374874975,0.10751792,0.389361347,0.580316063,0.812762553,0.9664,0.67,0.583643332,0.848,0.46,0.111111111,1
0.132826565,0.200700117,0.716524929,0.74854971,0.350870174,0.3046,0.347,0.429764326,0.204,0.66,0.888888889,0
0.940788158,0.900316719,0.164582291,0.154630926,0.143628726,0.2602,0.661,0.282201418,0.728,0.82,1,0
0.75035007,0.496916153,0.256961814,0.864972995,0.595719144,0.1044,0.864,0.372548579,0.224,0.78,0.555555556,0
0.0010002,0.758626438,0.426046357,0.959791958,0.646729346,0.905,0.626,0.747356118,0.088,0.38,0.888888889,1
0.765553111,0.064344057,0.889611472,0.567113423,0.424684937,0.5868,0.413,0.540790524,0.9,0.94,0,1
0.73974795,0.416902817,0.573453393,0.682336467,0.691738348,0.6102,0.92,0.619854123,0.9,0.02,0.333333333,1
0.00960192,0.674279047,0.965649491,0.859971994,0.74674935,0.8958,0.835,0.926937817,0.604,0.46,0.666666667,1
0.369473895,0.133355559,0.103218276,0.374874975,0.783156631,0.9108,0.882,0.459569112,0.464,0.9,1,0
0.606721344,0.325887648,0.460230115,0.9929986,0.50230046,0.8284,0.903,0.66602232,0.552,0.7,0.888888889,1
0.452690538,0.064510752,0.419042855,0.680736147,0.791758352,0.7734,0.394,0.503422156,0.408,0.7,0,1
0.777955591,0.651441907,0.60030015,0.424084817,0.025405081,0.8772,0.86,0.641218715,0.756,0.16,0,1
0.425285057,0.970995166,0.812239453,0.677535507,0.680536107,0.876,0.57,0.860607559,0.756,0.58,0.222222222,1
0.153630726,0.827137856,0.84175421,0.521704341,0.235647129,0.3686,0.038,0.534339563,0.82,0.96,0.555555556,1
0.976395279,0.974829138,0.670335168,0.111622324,0.270654131,0.9734,0.636,0.712381573,0.524,0.22,0.444444444,1
0.24184837,0.845807635,0.64165416,0.795959192,0.091418284,0.7092,0.471,0.664201666,0.8,0.32,0.444444444,1
0.717543509,0.855309218,0.949307987,0.564512903,0.192438488,0.3702,0.275,0.605817103,0.156,0.38,0.888888889,1
0.143028606,0.577262877,0.383691846,0.795959192,0.99219844,0.442,0.97,0.590161724,0.032,0.36,0.222222222,1
0.328865773,0.518419737,0.833083208,0.155031006,0.415483097,0.6872,0.055,0.536710909,0.648,0.62,0.444444444,1
0.441888378,0.406401067,0.92179423,0.538507702,0.927985597,0.361,0.946,0.656323402,0.104,0.24,0.666666667,1
0.192038408,0.818303051,0.491579123,0.766753351,0.162832567,0.8266,0.159,0.6156846,0.552,0.5,0.111111111,1
0.449889978,0.182030338,0.729364682,0.98859772,0.204040808,0.148,0.377,0.404848335,0.72,0.4,0.666666667,0
0.157031406,0.056176029,0.377021844,0.884576915,0.557911582,0.9076,0.417,0.543487789,0.408,0.64,0,1
0.558911782,0.947991332,0.15874604,0.864572915,0.349669934,0.3012,0.731,0.454376875,0.044,0.24,0.666666667,0
0.663732747,0.003833972,0.586626647,0.24744949,0.644128826,0.1528,0.216,0.228761843,0.888,0.56,0.111111111,0
0.062212442,0.976996166,0.196431549,0.838167634,0.422084417,0.858,0.986,0.693017454,0.044,0.74,0.666666667,1
0.871174235,0.728954826,0.457728864,0.169233847,0.811762352,0.2394,0.749,0.426741141,0.904,0.7,0.222222222,0
0.185037007,0.328554759,0.873103218,0.198239648,0.431686337,0.8434,0.79,0.656166062,0.052,0.84,0.444444444,1
0.225245049,0.697949658,0.085876271,0.110222044,0.572514503,0.2962,0.106,0.205216961,0.736,0.96,0.888888889,0
0.661332266,0.817969662,0.030348508,0.857771554,0.321064213,0.9338,0.476,0.565077153,0.924,0.86,0,1
0.468693739,0.245374229,0.606636652,0.108221644,0.704140828,0.219,0.946,0.371997887,0.908,0.94,0.555555556,0
0.49929986,0.770961827,0.330998833,0.138227646,0.654930986,0.0696,0.27,0.258600344,0.892,0.02,0.666666667,0
0.128025605,0.804467411,0.418042355,0.24584917,0.397079416,0.9366,0.145,0.562143877,0.884,0.62,1,1
